Time,TC1_tip,TC2,TC3,TC4,TC_9_5,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
33,362.89,362.5,341.14,199.96,24.16,309.183290725849,330.093228970435,330.093228970435,330.093228970435,330.093228970435,330.093228970435,330.093228970435,330.093228970435,330.093228970435,330.093228970435,359.687651246483,0.0375,25900,25,0.98
34,362.94,362.58,341.12,200.14,24.25,309.352495797663,330.280671061715,330.280671061715,330.280671061715,330.280671061715,330.280671061715,330.280671061715,330.280671061715,330.280671061715,330.280671061715,359.875093337762,0.0375,25900,25,0.98
35,362.98,362.69,341.11,200.4,24.24,309.521626913781,330.468041820133,330.468041820133,330.468041820133,330.468041820133,330.468041820133,330.468041820133,330.468041820133,330.468041820133,330.468041820133,360.06246409618,0.0375,25900,25,0.98
36,363.02,362.78,341.11,200.57,24.38,309.690684056029,330.655341214735,330.655341214735,330.655341214735,330.655341214735,330.655341214735,330.655341214735,330.655341214735,330.655341214735,330.655341214735,360.249763490782,0.0375,25900,25,0.98
37,363.07,362.92,341.07,200.8,24.38,309.85966720629,330.842569214621,330.842569214621,330.842569214621,330.842569214621,330.842569214621,330.842569214621,330.842569214621,330.842569214621,330.842569214621,360.436991490668,0.0375,25900,25,0.98
38,363.13,363.1,341.07,200.99,24.45,310.028576346499,331.029725788944,331.029725788944,331.029725788944,331.029725788944,331.029725788944,331.029725788944,331.029725788944,331.029725788944,331.029725788944,360.624148064992,0.0375,25900,25,0.98
39,363.17,363.21,341.07,201.18,24.37,310.197411458648,331.216810906912,331.216810906912,331.216810906912,331.216810906912,331.216810906912,331.216810906912,331.216810906912,331.216810906912,331.216810906912,360.811233182959,0.0375,25900,25,0.98
40,363.21,363.32,341.09,201.33,24.21,310.366172524778,331.403824537783,331.403824537783,331.403824537783,331.403824537783,331.403824537783,331.403824537783,331.403824537783,331.403824537783,331.403824537783,360.99824681383,0.0375,25900,25,0.98
41,363.25,363.43,341.13,201.59,24.22,310.534859526987,331.590766650869,331.590766650869,331.590766650869,331.590766650869,331.590766650869,331.590766650869,331.590766650869,331.590766650869,331.590766650869,361.185188926916,0.0375,25900,25,0.98
42,363.29,363.54,341.16,201.92,24.26,310.703472447429,331.777637215539,331.777637215539,331.777637215539,331.777637215539,331.777637215539,331.777637215539,331.777637215539,331.777637215539,331.777637215539,361.372059491586,0.0375,25900,25,0.98
